timestamp_utc,frequency_hz,power_db
2026-03-30T07:47:37.663686+00:00,1419762156.3563564,-33.78248384202374
2026-03-30T07:47:37.663686+00:00,1419764158.3583584,-33.08268038318405
2026-03-30T07:47:37.663686+00:00,1419766160.3603604,-33.31490383035532
2026-03-30T07:47:37.663686+00:00,1419768162.3623624,-34.83763468837709
2026-03-30T07:47:37.663686+00:00,1419770164.3643644,-32.60161715552929
2026-03-30T07:47:37.663686+00:00,1419772166.3663664,-33.71382034852658
2026-03-30T07:47:37.663686+00:00,1419774168.3683684,-34.24816949135824
2026-03-30T07:47:37.663686+00:00,1419776170.3703704,-34.25613374127621
2026-03-30T07:47:37.663686+00:00,1419778172.3723724,-34.86352841125589
2026-03-30T07:47:37.663686+00:00,1419780174.3743744,-33.19560018769711
2026-03-30T07:47:37.663686+00:00,1419782176.3763764,-36.17922034700983
2026-03-30T07:47:37.663686+00:00,1419784178.3783784,-33.3552005405757
2026-03-30T07:47:37.663686+00:00,1419786180.3803804,-35.159634714165996
2026-03-30T07:47:37.663686+00:00,1419788182.3823824,-35.05333903658018
2026-03-30T07:47:37.663686+00:00,1419790184.3843844,-36.00098015399496
2026-03-30T07:47:37.663686+00:00,1419792186.3863864,-33.77365255398763
2026-03-30T07:47:37.663686+00:00,1419794188.3883884,-32.88895703283428
2026-03-30T07:47:37.663686+00:00,1419796190.3903904,-34.32026273948959
2026-03-30T07:47:37.663686+00:00,1419798192.3923924,-32.47100045629883
2026-03-30T07:47:37.663686+00:00,1419800194.3943944,-32.70917443652029
2026-03-30T07:47:37.663686+00:00,1419802196.3963964,-34.19237720991226
2026-03-30T07:47:37.663686+00:00,1419804198.3983984,-33.449872967844904
2026-03-30T07:47:37.663686+00:00,1419806200.4004004,-35.47450318807245
2026-03-30T07:47:37.663686+00:00,1419808202.4024024,-35.829356855690456
2026-03-30T07:47:37.663686+00:00,1419810204.4044044,-32.52155720120411
2026-03-30T07:47:37.663686+00:00,1419812206.4064064,-34.09825860738002
2026-03-30T07:47:37.663686+00:00,1419814208.4084084,-32.78707420351213
2026-03-30T07:47:37.663686+00:00,1419816210.4104104,-34.00207298270809
2026-03-30T07:47:37.663686+00:00,1419818212.4124124,-32.5431994073231
2026-03-30T07:47:37.663686+00:00,1419820214.4144144,-32.82608039382931
2026-03-30T07:47:37.663686+00:00,1419822216.4164164,-36.175649365849345
2026-03-30T07:47:37.663686+00:00,1419824218.4184184,-34.68893820264645
2026-03-30T07:47:37.663686+00:00,1419826220.4204204,-33.90656992220459
2026-03-30T07:47:37.663686+00:00,1419828222.4224224,-31.24941237742038
2026-03-30T07:47:37.663686+00:00,1419830224.4244244,-34.39965916028263
2026-03-30T07:47:37.663686+00:00,1419832226.4264264,-33.1733486159091
2026-03-30T07:47:37.663686+00:00,1419834228.4284284,-32.87447865193026
2026-03-30T07:47:37.663686+00:00,1419836230.4304304,-34.02500368704862
2026-03-30T07:47:37.663686+00:00,1419838232.4324324,-33.41357488715518
2026-03-30T07:47:37.663686+00:00,1419840234.4344344,-34.175451176814896
2026-03-30T07:47:37.663686+00:00,1419842236.4364364,-32.63819203990931
2026-03-30T07:47:37.663686+00:00,1419844238.4384384,-34.68487594196922
2026-03-30T07:47:37.663686+00:00,1419846240.4404404,-32.89100031300574
2026-03-30T07:47:37.663686+00:00,1419848242.4424424,-36.03934589182535
2026-03-30T07:47:37.663686+00:00,1419850244.4444444,-32.045775299020264
2026-03-30T07:47:37.663686+00:00,1419852246.4464464,-32.556370577609236
2026-03-30T07:47:37.663686+00:00,1419854248.4484484,-34.5071758448444
2026-03-30T07:47:37.663686+00:00,1419856250.4504504,-33.40677708846015
2026-03-30T07:47:37.663686+00:00,1419858252.4524524,-34.39316177676117
2026-03-30T07:47:37.663686+00:00,1419860254.4544544,-34.959906842819244
2026-03-30T07:47:37.663686+00:00,1419862256.4564564,-34.35544650948155
2026-03-30T07:47:37.663686+00:00,1419864258.4584584,-35.631091357464335
2026-03-30T07:47:37.663686+00:00,1419866260.4604604,-34.30900126715154
2026-03-30T07:47:37.663686+00:00,1419868262.4624624,-32.82508610365569
2026-03-30T07:47:37.663686+00:00,1419870264.4644644,-33.465260355526915
2026-03-30T07:47:37.663686+00:00,1419872266.4664664,-32.169308161814335
2026-03-30T07:47:37.663686+00:00,1419874268.4684684,-32.42961835350326
2026-03-30T07:47:37.663686+00:00,1419876270.4704704,-31.748495096874482
2026-03-30T07:47:37.663686+00:00,1419878272.4724724,-34.906840204320375
2026-03-30T07:47:37.663686+00:00,1419880274.4744744,-32.7746757004557
2026-03-30T07:47:37.663686+00:00,1419882276.4764764,-32.829153686006414
2026-03-30T07:47:37.663686+00:00,1419884278.4784784,-33.38047758551926
2026-03-30T07:47:37.663686+00:00,1419886280.4804804,-31.904608117121665
2026-03-30T07:47:37.663686+00:00,1419888282.4824824,-34.94919278919771
2026-03-30T07:47:37.663686+00:00,1419890284.4844844,-31.96361390336047
2026-03-30T07:47:37.663686+00:00,1419892286.4864864,-32.36477138883668
2026-03-30T07:47:37.663686+00:00,1419894288.4884884,-33.6404535400122
2026-03-30T07:47:37.663686+00:00,1419896290.4904904,-31.82781512822919
2026-03-30T07:47:37.663686+00:00,1419898292.4924924,-31.24778977598866
